mecA	0	1	3
mecA	1	5	4
mecA	5	8	5
mecA	8	22	6
mecA	22	34	7
mecA	34	54	8
mecA	54	55	10
mecA	55	65	11
mecA	65	80	12
mecA	80	88	13
mecA	88	94	14
mecA	94	128	15
mecA	128	130	14
mecA	130	132	13
mecA	132	138	12
mecA	138	140	13
mecA	140	145	12
mecA	145	152	14
mecA	152	155	16
mecA	155	158	15
mecA	158	166	14
mecA	166	172	15
mecA	172	184	14
mecA	184	185	13
mecA	185	197	14
mecA	197	201	15
mecA	201	204	16
mecA	204	205	15
mecA	205	206	14
mecA	206	213	15
mecA	213	215	16
mecA	215	224	15
mecA	224	230	16
mecA	230	238	15
mecA	238	244	14
mecA	244	251	13
mecA	251	288	14
mecA	288	295	13
mecA	295	302	11
mecA	302	316	9
mecA	316	335	8
mecA	335	338	7
mecA	338	347	8
mecA	347	350	7
mecA	350	351	8
mecA	351	354	7
mecA	354	356	6
mecA	356	360	5
mecA	360	363	7
mecA	363	374	6
mecA	374	401	5
mecA	401	431	4
mecA	431	441	5
mecA	441	443	6
mecA	443	488	7
mecA	488	490	6
mecA	490	491	7
mecA	491	500	8
mecA	500	507	7
mecA	507	510	8
mecA	510	545	6
mecA	545	559	7
mecA	559	576	8
mecA	576	581	10
mecA	581	588	9
mecA	588	591	10
mecA	591	593	9
mecA	593	598	8
mecA	598	604	9
mecA	604	620	10
mecA	620	637	11
mecA	637	640	13
mecA	640	641	12
mecA	641	646	11
mecA	646	657	12
mecA	657	660	11
mecA	660	700	12
mecA	700	702	13
mecA	702	709	14
mecA	709	726	13
mecA	726	737	11
mecA	737	738	12
mecA	738	748	11
mecA	748	754	10
mecA	754	758	9
mecA	758	759	10
mecA	759	770	12
mecA	770	773	11
mecA	773	778	12
mecA	778	783	14
mecA	783	787	15
mecA	787	791	13
mecA	791	793	14
mecA	793	796	16
mecA	796	803	15
mecA	803	804	16
mecA	804	810	17
mecA	810	811	16
mecA	811	826	17
mecA	826	830	18
mecA	830	845	19
mecA	845	850	18
mecA	850	852	17
mecA	852	862	16
mecA	862	864	17
mecA	864	882	18
mecA	882	887	19
mecA	887	889	18
mecA	889	890	19
mecA	890	896	20
mecA	896	909	21
mecA	909	923	19
mecA	923	928	18
mecA	928	933	17
mecA	933	936	16
mecA	936	941	17
mecA	941	943	16
mecA	943	953	14
mecA	953	959	13
mecA	959	961	14
mecA	961	967	13
mecA	967	976	14
mecA	976	980	13
mecA	980	993	12
mecA	993	1012	13
mecA	1012	1014	12
mecA	1014	1032	11
mecA	1032	1034	10
mecA	1034	1039	11
mecA	1039	1040	10
mecA	1040	1046	9
mecA	1046	1058	8
mecA	1058	1078	7
mecA	1078	1084	6
mecA	1084	1086	7
mecA	1086	1087	6
mecA	1087	1089	7
mecA	1089	1104	8
mecA	1104	1109	7
mecA	1109	1117	6
mecA	1117	1129	5
mecA	1129	1134	6
mecA	1134	1138	8
mecA	1138	1142	9
mecA	1142	1143	10
mecA	1143	1161	9
mecA	1161	1177	10
mecA	1177	1184	12
mecA	1184	1227	11
mecA	1227	1231	12
mecA	1231	1234	13
mecA	1234	1237	12
mecA	1237	1239	11
mecA	1239	1247	10
mecA	1247	1262	11
mecA	1262	1266	12
mecA	1266	1279	13
mecA	1279	1284	12
mecA	1284	1288	10
mecA	1288	1292	9
mecA	1292	1311	8
mecA	1311	1317	7
mecA	1317	1318	8
mecA	1318	1327	9
mecA	1327	1340	7
mecA	1340	1349	8
mecA	1349	1376	9
mecA	1376	1377	10
mecA	1377	1381	9
mecA	1381	1386	8
mecA	1386	1397	9
mecA	1397	1405	8
mecA	1405	1412	9
mecA	1412	1416	8
mecA	1416	1426	7
mecA	1426	1438	8
mecA	1438	1468	10
mecA	1468	1481	9
mecA	1481	1490	10
mecA	1490	1499	9
mecA	1499	1526	8
mecA	1526	1536	7
mecA	1536	1537	6
mecA	1537	1555	7
mecA	1555	1563	6
mecA	1563	1565	7
mecA	1565	1576	8
mecA	1576	1579	7
mecA	1579	1584	8
mecA	1584	1588	9
mecA	1588	1594	7
mecA	1594	1614	8
mecA	1614	1616	9
mecA	1616	1622	10
mecA	1622	1628	11
mecA	1628	1631	12
mecA	1631	1636	11
mecA	1636	1649	12
mecA	1649	1687	13
mecA	1687	1695	12
mecA	1695	1705	13
mecA	1705	1713	14
mecA	1713	1715	13
mecA	1715	1729	12
mecA	1729	1734	11
mecA	1734	1744	10
mecA	1744	1756	9
mecA	1756	1764	10
mecA	1764	1767	9
mecA	1767	1772	8
mecA	1772	1778	7
mecA	1778	1781	6
mecA	1781	1786	7
mecA	1786	1798	6
mecA	1798	1799	7
mecA	1799	1826	6
mecA	1826	1835	7
mecA	1835	1845	8
mecA	1845	1846	7
mecA	1846	1850	10
mecA	1850	1855	11
mecA	1855	1863	10
mecA	1863	1869	11
mecA	1869	1873	12
mecA	1873	1906	14
mecA	1906	1916	13
mecA	1916	1931	12
mecA	1931	1948	11
mecA	1948	1976	10
mecA	1976	1985	9
mecA	1985	1996	8
mecA	1996	2000	5
mecA	2000	2007	4
